01 02 03 04 05
06 07 09 13 14
06 07 10 13 14
01 02 11 13 14
03 04 11 13 14
05 06 11 13 14
07 08 11 13 14
09 10 11 13 14
01 02 12 13 14
03 04 12 13 14
05 06 12 13 14
07 08 12 13 14
09 10 12 13 14
01 11 12 13 14
01 02 03 04 15
06 07 08 09 15
01 02 03 05 15
01 02 03 06 15
01 07 08 09 15
02 07 08 09 15
03 07 08 09 15
04 05 06 07 15
04 05 06 08 15
04 05 06 09 15
01 02 03 10 15
01 02 04 10 15
01 02 05 10 15
01 06 07 10 15
03 04 05 10 15
06 08 09 10 15
07 08 09 10 15
01 02 03 11 15
08 09 10 11 15
01 02 04 11 15
01 02 05 11 15
03 04 05 11 15
06 07 08 11 15
06 07 09 11 15
06 07 10 11 15
01 02 03 12 15
08 09 10 12 15
01 02 04 12 15
01 02 05 12 15
03 04 05 12 15
06 07 08 12 15
06 07 09 12 15
06 07 10 12 15
01 02 11 12 15
03 04 11 12 15
05 06 11 12 15
07 08 11 12 15
09 10 11 12 15
01 02 03 13 15
08 09 10 13 15
01 02 04 13 15
01 02 05 13 15
03 04 05 13 15
06 07 08 13 15
06 07 09 13 15
06 07 10 13 15
01 02 11 13 15
03 04 11 13 15
05 06 11 13 15
07 08 11 13 15
09 10 11 13 15
01 02 12 13 15
03 04 12 13 15
05 06 12 13 15
07 08 12 13 15
09 10 12 13 15
01 11 12 13 15
01 02 03 14 15
08 09 10 14 15
01 02 04 14 15
01 02 05 14 15
03 04 05 14 15
06 07 08 14 15
06 07 09 14 15
06 07 10 14 15
01 02 11 14 15
03 04 11 14 15
05 06 11 14 15
07 08 11 14 15
09 10 11 14 15
01 02 12 14 15
03 04 12 14 15
05 06 12 14 15
07 08 12 14 15
09 10 12 14 15
01 11 12 14 15
01 02 13 14 15
03 04 13 14 15
05 06 13 14 15
07 08 13 14 15
09 10 13 14 15
11 12 13 14 15
01 02 03 04 16
06 07 08 09 16
01 02 03 05 16
01 02 03 06 16
01 07 08 09 16
02 07 08 09 16
03 07 08 09 16
04 05 06 07 16
04 05 06 08 16
04 05 06 09 16
01 02 03 10 16
01 02 04 10 16
01 02 05 10 16
01 06 07 10 16
03 04 05 10 16
06 08 09 10 16
07 08 09 10 16
01 02 03 11 16
08 09 10 11 16
01 02 04 11 16
01 02 05 11 16
03 04 05 11 16
06 07 08 11 16
06 07 09 11 16
06 07 10 11 16
01 02 03 12 16
08 09 10 12 16
01 02 04 12 16
01 02 05 12 16
03 04 05 12 16
06 07 08 12 16
06 07 09 12 16
06 07 10 12 16
01 02 11 12 16
03 04 11 12 16
05 06 11 12 16
07 08 11 12 16
09 10 11 12 16
01 02 03 13 16
08 09 10 13 16
01 02 04 13 16
01 02 05 13 16
03 04 05 13 16
06 07 08 13 16
06 07 09 13 16
06 07 10 13 16
01 02 11 13 16
03 04 11 13 16
05 06 11 13 16
07 08 11 13 16
09 10 11 13 16
01 02 12 13 16
03 04 12 13 16
05 06 12 13 16
07 08 12 13 16
09 10 12 13 16
01 11 12 13 16
01 02 03 14 16
08 09 10 14 16
01 02 04 14 16
01 02 05 14 16
03 04 05 14 16
06 07 08 14 16
06 07 09 14 16
06 07 10 14 16
01 02 11 14 16
03 04 11 14 16
05 06 11 14 16
07 08 11 14 16
09 10 11 14 16
01 02 12 14 16
03 04 12 14 16
05 06 12 14 16
07 08 12 14 16
09 10 12 14 16
01 11 12 14 16
01 02 13 14 16
03 04 13 14 16
05 06 13 14 16
07 08 13 14 16
09 10 13 14 16
11 12 13 14 16
01 02 03 15 16
08 09 10 15 16
01 02 04 15 16
01 02 05 15 16
03 04 05 15 16
06 07 08 15 16
06 07 09 15 16
06 07 10 15 16
01 02 11 15 16
03 04 11 15 16
05 06 11 15 16
07 08 11 15 16
09 10 11 15 16
01 02 12 15 16
03 04 12 15 16
05 06 12 15 16
07 08 12 15 16
09 10 12 15 16
01 11 12 15 16
01 02 13 15 16
03 04 13 15 16
05 06 13 15 16
07 08 13 15 16
09 10 13 15 16
11 12 13 15 16
01 02 14 15 16
03 04 14 15 16
05 06 14 15 16
07 08 14 15 16
09 10 14 15 16
11 12 14 15 16
01 13 14 15 16
01 02 03 04 17
06 07 08 09 17
01 02 03 05 17
01 02 03 06 17
01 07 08 09 17
02 07 08 09 17
03 07 08 09 17
04 05 06 07 17
04 05 06 08 17
04 05 06 09 17
01 02 03 10 17
01 02 04 10 17
01 02 05 10 17
01 06 07 10 17
03 04 05 10 17
06 08 09 10 17
07 08 09 10 17
01 02 03 11 17
08 09 10 11 17
01 02 04 11 17
01 02 05 11 17
03 04 05 11 17
06 07 08 11 17
06 07 09 11 17
06 07 10 11 17
01 02 03 12 17
08 09 10 12 17
01 02 04 12 17
01 02 05 12 17
03 04 05 12 17
06 07 08 12 17
06 07 09 12 17
06 07 10 12 17
01 02 11 12 17
03 04 11 12 17
05 06 11 12 17
07 08 11 12 17
09 10 11 12 17
01 02 03 13 17
08 09 10 13 17
01 02 04 13 17
01 02 05 13 17
03 04 05 13 17
06 07 08 13 17
06 07 09 13 17
06 07 10 13 17
01 02 11 13 17
03 04 11 13 17
05 06 11 13 17
07 08 11 13 17
09 10 11 13 17
01 02 12 13 17
03 04 12 13 17
05 06 12 13 17
07 08 12 13 17
09 10 12 13 17
01 11 12 13 17
01 02 03 14 17
08 09 10 14 17
01 02 04 14 17
01 02 05 14 17
03 04 05 14 17
06 07 08 14 17
06 07 09 14 17
06 07 10 14 17
01 02 11 14 17
03 04 11 14 17
05 06 11 14 17
07 08 11 14 17
09 10 11 14 17
01 02 12 14 17
03 04 12 14 17
05 06 12 14 17
07 08 12 14 17
09 10 12 14 17
01 11 12 14 17
01 02 13 14 17
03 04 13 14 17
05 06 13 14 17
07 08 13 14 17
09 10 13 14 17
11 12 13 14 17
01 02 03 15 17
08 09 10 15 17
01 02 04 15 17
01 02 05 15 17
03 04 05 15 17
06 07 08 15 17
06 07 09 15 17
06 07 10 15 17
01 02 11 15 17
03 04 11 15 17
05 06 11 15 17
07 08 11 15 17
09 10 11 15 17
01 02 12 15 17
03 04 12 15 17
05 06 12 15 17
07 08 12 15 17
09 10 12 15 17
01 11 12 15 17
01 02 13 15 17
03 04 13 15 17
05 06 13 15 17
07 08 13 15 17
09 10 13 15 17
11 12 13 15 17
01 02 14 15 17
03 04 14 15 17
05 06 14 15 17
07 08 14 15 17
09 10 14 15 17
11 12 14 15 17
01 13 14 15 17
01 02 03 16 17
08 09 10 16 17
01 02 04 16 17
01 02 05 16 17
03 04 05 16 17
06 07 08 16 17
06 07 09 16 17
06 07 10 16 17
01 02 11 16 17
03 04 11 16 17
05 06 11 16 17
07 08 11 16 17
09 10 11 16 17
01 02 12 16 17
03 04 12 16 17
05 06 12 16 17
07 08 12 16 17
09 10 12 16 17
01 11 12 16 17
01 02 13 16 17
03 04 13 16 17
05 06 13 16 17
07 08 13 16 17
09 10 13 16 17
11 12 13 16 17
01 02 14 16 17
03 04 14 16 17
05 06 14 16 17
07 08 14 16 17
09 10 14 16 17
11 12 14 16 17
01 13 14 16 17
01 02 15 16 17
03 04 15 16 17
05 06 15 16 17
07 08 15 16 17
09 10 15 16 17
11 12 15 16 17
13 14 15 16 17
01 02 03 04 18
06 07 08 09 18
01 02 03 05 18
01 02 03 06 18
01 07 08 09 18
02 07 08 09 18
03 07 08 09 18
04 05 06 07 18
04 05 06 08 18
04 05 06 09 18
01 02 03 10 18
01 02 04 10 18
01 02 05 10 18
01 06 07 10 18
03 04 05 10 18
06 08 09 10 18
07 08 09 10 18
01 02 03 11 18
08 09 10 11 18
01 02 04 11 18
01 02 05 11 18
03 04 05 11 18
06 07 08 11 18
06 07 09 11 18
06 07 10 11 18
01 02 03 12 18
08 09 10 12 18
01 02 04 12 18
01 02 05 12 18
03 04 05 12 18
06 07 08 12 18
06 07 09 12 18
06 07 10 12 18
01 02 11 12 18
03 04 11 12 18
05 06 11 12 18
07 08 11 12 18
09 10 11 12 18
01 02 03 13 18
08 09 10 13 18
01 02 04 13 18
01 02 05 13 18
03 04 05 13 18
06 07 08 13 18
06 07 09 13 18
06 07 10 13 18
01 02 11 13 18
03 04 11 13 18
05 06 11 13 18
07 08 11 13 18
09 10 11 13 18
01 02 12 13 18
03 04 12 13 18
05 06 12 13 18
07 08 12 13 18
09 10 12 13 18
01 11 12 13 18
01 02 03 14 18
08 09 10 14 18
01 02 04 14 18
01 02 05 14 18
03 04 05 14 18
06 07 08 14 18
06 07 09 14 18
06 07 10 14 18
01 02 11 14 18
03 04 11 14 18
05 06 11 14 18
07 08 11 14 18
09 10 11 14 18
01 02 12 14 18
03 04 12 14 18
05 06 12 14 18
07 08 12 14 18
09 10 12 14 18
01 11 12 14 18
01 02 13 14 18
03 04 13 14 18
05 06 13 14 18
07 08 13 14 18
09 10 13 14 18
11 12 13 14 18
01 02 03 15 18
08 09 10 15 18
01 02 04 15 18
01 02 05 15 18
03 04 05 15 18
06 07 08 15 18
06 07 09 15 18
06 07 10 15 18
01 02 11 15 18
03 04 11 15 18
05 06 11 15 18
07 08 11 15 18
09 10 11 15 18
01 02 12 15 18
03 04 12 15 18
05 06 12 15 18
07 08 12 15 18
09 10 12 15 18
01 11 12 15 18
01 02 13 15 18
03 04 13 15 18
05 06 13 15 18
07 08 13 15 18
09 10 13 15 18
11 12 13 15 18
01 02 14 15 18
03 04 14 15 18
05 06 14 15 18
07 08 14 15 18
09 10 14 15 18
11 12 14 15 18
01 13 14 15 18
01 02 03 16 18
08 09 10 16 18
01 02 04 16 18
01 02 05 16 18
03 04 05 16 18
06 07 08 16 18
06 07 09 16 18
06 07 10 16 18
01 02 11 16 18
03 04 11 16 18
05 06 11 16 18
07 08 11 16 18
09 10 11 16 18
01 02 12 16 18
03 04 12 16 18
05 06 12 16 18
07 08 12 16 18
09 10 12 16 18
01 11 12 16 18
01 02 13 16 18
03 04 13 16 18
05 06 13 16 18
07 08 13 16 18
09 10 13 16 18
11 12 13 16 18
01 02 14 16 18
03 04 14 16 18
05 06 14 16 18
07 08 14 16 18
09 10 14 16 18
11 12 14 16 18
01 13 14 16 18
01 02 15 16 18
03 04 15 16 18
05 06 15 16 18
07 08 15 16 18
09 10 15 16 18
11 12 15 16 18
13 14 15 16 18
01 02 03 17 18
08 09 10 17 18
01 02 04 17 18
01 02 05 17 18
03 04 05 17 18
06 07 08 17 18
06 07 09 17 18
06 07 10 17 18
01 02 11 17 18
03 04 11 17 18
05 06 11 17 18
07 08 11 17 18
09 10 11 17 18
01 02 12 17 18
03 04 12 17 18
05 06 12 17 18
07 08 12 17 18
09 10 12 17 18
01 11 12 17 18
01 02 13 17 18
03 04 13 17 18
05 06 13 17 18
07 08 13 17 18
09 10 13 17 18
11 12 13 17 18
01 02 14 17 18
03 04 14 17 18
05 06 14 17 18
07 08 14 17 18
09 10 14 17 18
11 12 14 17 18
01 13 14 17 18
01 02 15 17 18
03 04 15 17 18
05 06 15 17 18
07 08 15 17 18
09 10 15 17 18
11 12 15 17 18
13 14 15 17 18
01 02 16 17 18
03 04 16 17 18
05 06 16 17 18
07 08 16 17 18
09 10 16 17 18
11 12 16 17 18
13 14 16 17 18
01 15 16 17 18
01 02 03 04 19
06 07 08 09 19
01 02 03 05 19
01 02 03 06 19
01 07 08 09 19
02 07 08 09 19
03 07 08 09 19
04 05 06 07 19
04 05 06 08 19
04 05 06 09 19
01 02 03 10 19
01 02 04 10 19
01 02 05 10 19
01 06 07 10 19
03 04 05 10 19
06 08 09 10 19
07 08 09 10 19
01 02 03 11 19
08 09 10 11 19
01 02 04 11 19
01 02 05 11 19
03 04 05 11 19
06 07 08 11 19
06 07 09 11 19
06 07 10 11 19
01 02 03 12 19
08 09 10 12 19
01 02 04 12 19
01 02 05 12 19
03 04 05 12 19
06 07 08 12 19
06 07 09 12 19
06 07 10 12 19
01 02 11 12 19
03 04 11 12 19
05 06 11 12 19
07 08 11 12 19
09 10 11 12 19
01 02 03 13 19
08 09 10 13 19
01 02 04 13 19
01 02 05 13 19
03 04 05 13 19
06 07 08 13 19
06 07 09 13 19
06 07 10 13 19
01 02 11 13 19
03 04 11 13 19
05 06 11 13 19
07 08 11 13 19
09 10 11 13 19
01 02 12 13 19
03 04 12 13 19
05 06 12 13 19
07 08 12 13 19
09 10 12 13 19
01 11 12 13 19
01 02 03 14 19
08 09 10 14 19
01 02 04 14 19
01 02 05 14 19
03 04 05 14 19
06 07 08 14 19
06 07 09 14 19
06 07 10 14 19
01 02 11 14 19
03 04 11 14 19
05 06 11 14 19
07 08 11 14 19
09 10 11 14 19
01 02 12 14 19
03 04 12 14 19
05 06 12 14 19
07 08 12 14 19
09 10 12 14 19
01 11 12 14 19
01 02 13 14 19
03 04 13 14 19
05 06 13 14 19
07 08 13 14 19
09 10 13 14 19
11 12 13 14 19
01 02 03 15 19
08 09 10 15 19
01 02 04 15 19
01 02 05 15 19
03 04 05 15 19
06 07 08 15 19
06 07 09 15 19
06 07 10 15 19
01 02 11 15 19
03 04 11 15 19
05 06 11 15 19
07 08 11 15 19
09 10 11 15 19
01 02 12 15 19
03 04 12 15 19
05 06 12 15 19
07 08 12 15 19
09 10 12 15 19
01 11 12 15 19
01 02 13 15 19
03 04 13 15 19
05 06 13 15 19
07 08 13 15 19
09 10 13 15 19
11 12 13 15 19
01 02 14 15 19
03 04 14 15 19
05 06 14 15 19
07 08 14 15 19
09 10 14 15 19
11 12 14 15 19
01 13 14 15 19
01 02 03 16 19
08 09 10 16 19
01 02 04 16 19
01 02 05 16 19
03 04 05 16 19
06 07 08 16 19
06 07 09 16 19
06 07 10 16 19
01 02 11 16 19
03 04 11 16 19
05 06 11 16 19
07 08 11 16 19
09 10 11 16 19
01 02 12 16 19
03 04 12 16 19
05 06 12 16 19
07 08 12 16 19
09 10 12 16 19
01 11 12 16 19
01 02 13 16 19
03 04 13 16 19
05 06 13 16 19
07 08 13 16 19
09 10 13 16 19
11 12 13 16 19
01 02 14 16 19
03 04 14 16 19
05 06 14 16 19
07 08 14 16 19
09 10 14 16 19
11 12 14 16 19
01 13 14 16 19
01 02 15 16 19
03 04 15 16 19
05 06 15 16 19
07 08 15 16 19
09 10 15 16 19
11 12 15 16 19
13 14 15 16 19
01 02 03 17 19
08 09 10 17 19
01 02 04 17 19
01 02 05 17 19
03 04 05 17 19
06 07 08 17 19
06 07 09 17 19
06 07 10 17 19
01 02 11 17 19
03 04 11 17 19
05 06 11 17 19
07 08 11 17 19
09 10 11 17 19
01 02 12 17 19
03 04 12 17 19
05 06 12 17 19
07 08 12 17 19
09 10 12 17 19
01 11 12 17 19
01 02 13 17 19
03 04 13 17 19
05 06 13 17 19
07 08 13 17 19
09 10 13 17 19
11 12 13 17 19
01 02 14 17 19
03 04 14 17 19
05 06 14 17 19
07 08 14 17 19
09 10 14 17 19
11 12 14 17 19
01 13 14 17 19
01 02 15 17 19
03 04 15 17 19
05 06 15 17 19
07 08 15 17 19
09 10 15 17 19
11 12 15 17 19
13 14 15 17 19
01 02 16 17 19
03 04 16 17 19
05 06 16 17 19
07 08 16 17 19
09 10 16 17 19
11 12 16 17 19
13 14 16 17 19
01 15 16 17 19
01 02 03 18 19
08 09 10 18 19
01 02 04 18 19
01 02 05 18 19
03 04 05 18 19
06 07 08 18 19
06 07 09 18 19
06 07 10 18 19
01 02 11 18 19
03 04 11 18 19
05 06 11 18 19
07 08 11 18 19
09 10 11 18 19
01 02 12 18 19
03 04 12 18 19
05 06 12 18 19
07 08 12 18 19
09 10 12 18 19
01 11 12 18 19
01 02 13 18 19
03 04 13 18 19
05 06 13 18 19
07 08 13 18 19
09 10 13 18 19
11 12 13 18 19
01 02 14 18 19
03 04 14 18 19
05 06 14 18 19
07 08 14 18 19
09 10 14 18 19
11 12 14 18 19
01 13 14 18 19
01 02 15 18 19
03 04 15 18 19
05 06 15 18 19
07 08 15 18 19
09 10 15 18 19
11 12 15 18 19
13 14 15 18 19
01 02 16 18 19
03 04 16 18 19
05 06 16 18 19
07 08 16 18 19
09 10 16 18 19
11 12 16 18 19
13 14 16 18 19
01 15 16 18 19
01 02 17 18 19
03 04 17 18 19
05 06 17 18 19
07 08 17 18 19
09 10 17 18 19
11 12 17 18 19
13 14 17 18 19
15 16 17 18 19
01 02 03 04 20
06 07 08 09 20
01 02 03 05 20
01 02 03 06 20
01 07 08 09 20
02 07 08 09 20
03 07 08 09 20
04 05 06 07 20
04 05 06 08 20
04 05 06 09 20
01 02 03 10 20
01 02 04 10 20
01 02 05 10 20
01 06 07 10 20
03 04 05 10 20
06 08 09 10 20
07 08 09 10 20
01 02 03 11 20
08 09 10 11 20
01 02 04 11 20
01 02 05 11 20
03 04 05 11 20
06 07 08 11 20
06 07 09 11 20
06 07 10 11 20
01 02 03 12 20
08 09 10 12 20
01 02 04 12 20
01 02 05 12 20
03 04 05 12 20
06 07 08 12 20
06 07 09 12 20
06 07 10 12 20
01 02 11 12 20
03 04 11 12 20
05 06 11 12 20
07 08 11 12 20
09 10 11 12 20
01 02 03 13 20
08 09 10 13 20
01 02 04 13 20
01 02 05 13 20
03 04 05 13 20
06 07 08 13 20
06 07 09 13 20
06 07 10 13 20
01 02 11 13 20
03 04 11 13 20
05 06 11 13 20
07 08 11 13 20
09 10 11 13 20
01 02 12 13 20
03 04 12 13 20
05 06 12 13 20
07 08 12 13 20
09 10 12 13 20
01 11 12 13 20
01 02 03 14 20
08 09 10 14 20
01 02 04 14 20
01 02 05 14 20
03 04 05 14 20
06 07 08 14 20
06 07 09 14 20
06 07 10 14 20
01 02 11 14 20
03 04 11 14 20
05 06 11 14 20
07 08 11 14 20
09 10 11 14 20
01 02 12 14 20
03 04 12 14 20
05 06 12 14 20
07 08 12 14 20
09 10 12 14 20
01 11 12 14 20
01 02 13 14 20
03 04 13 14 20
05 06 13 14 20
07 08 13 14 20
09 10 13 14 20
11 12 13 14 20
01 02 03 15 20
08 09 10 15 20
01 02 04 15 20
01 02 05 15 20
03 04 05 15 20
06 07 08 15 20
06 07 09 15 20
06 07 10 15 20
01 02 11 15 20
03 04 11 15 20
05 06 11 15 20
07 08 11 15 20
09 10 11 15 20
01 02 12 15 20
03 04 12 15 20
05 06 12 15 20
07 08 12 15 20
09 10 12 15 20
01 11 12 15 20
01 02 13 15 20
03 04 13 15 20
05 06 13 15 20
07 08 13 15 20
09 10 13 15 20
11 12 13 15 20
01 02 14 15 20
03 04 14 15 20
05 06 14 15 20
07 08 14 15 20
09 10 14 15 20
11 12 14 15 20
01 13 14 15 20
01 02 03 16 20
08 09 10 16 20
01 02 04 16 20
01 02 05 16 20
03 04 05 16 20
06 07 08 16 20
06 07 09 16 20
06 07 10 16 20
01 02 11 16 20
03 04 11 16 20
05 06 11 16 20
07 08 11 16 20
09 10 11 16 20
01 02 12 16 20
03 04 12 16 20
05 06 12 16 20
07 08 12 16 20
09 10 12 16 20
01 11 12 16 20
01 02 13 16 20
03 04 13 16 20
05 06 13 16 20
07 08 13 16 20
09 10 13 16 20
11 12 13 16 20
01 02 14 16 20
03 04 14 16 20
05 06 14 16 20
07 08 14 16 20
09 10 14 16 20
11 12 14 16 20
01 13 14 16 20
01 02 15 16 20
03 04 15 16 20
05 06 15 16 20
07 08 15 16 20
09 10 15 16 20
11 12 15 16 20
13 14 15 16 20
01 02 03 17 20
08 09 10 17 20
01 02 04 17 20
01 02 05 17 20
03 04 05 17 20
06 07 08 17 20
06 07 09 17 20
06 07 10 17 20
01 02 11 17 20
03 04 11 17 20
05 06 11 17 20
07 08 11 17 20
09 10 11 17 20
01 02 12 17 20
03 04 12 17 20
05 06 12 17 20
07 08 12 17 20
09 10 12 17 20
01 11 12 17 20
01 02 13 17 20
03 04 13 17 20
05 06 13 17 20
07 08 13 17 20
09 10 13 17 20
11 12 13 17 20
01 02 14 17 20
03 04 14 17 20
05 06 14 17 20
07 08 14 17 20
09 10 14 17 20
11 12 14 17 20
01 13 14 17 20
01 02 15 17 20
03 04 15 17 20
05 06 15 17 20
07 08 15 17 20
09 10 15 17 20
11 12 15 17 20
13 14 15 17 20
01 02 16 17 20
03 04 16 17 20
05 06 16 17 20
07 08 16 17 20
09 10 16 17 20
11 12 16 17 20
13 14 16 17 20
01 15 16 17 20
01 02 03 18 20
08 09 10 18 20
01 02 04 18 20
01 02 05 18 20
03 04 05 18 20
06 07 08 18 20
06 07 09 18 20
06 07 10 18 20
01 02 11 18 20
03 04 11 18 20
05 06 11 18 20
07 08 11 18 20
09 10 11 18 20
01 02 12 18 20
03 04 12 18 20
05 06 12 18 20
07 08 12 18 20
09 10 12 18 20
01 11 12 18 20
01 02 13 18 20
03 04 13 18 20
05 06 13 18 20
07 08 13 18 20
09 10 13 18 20
11 12 13 18 20
01 02 14 18 20
03 04 14 18 20
05 06 14 18 20
07 08 14 18 20
09 10 14 18 20
11 12 14 18 20
01 13 14 18 20
01 02 15 18 20
03 04 15 18 20
05 06 15 18 20
07 08 15 18 20
09 10 15 18 20
11 12 15 18 20
13 14 15 18 20
01 02 16 18 20
03 04 16 18 20
05 06 16 18 20
07 08 16 18 20
09 10 16 18 20
11 12 16 18 20
13 14 16 18 20
01 15 16 18 20
01 02 17 18 20
03 04 17 18 20
05 06 17 18 20
07 08 17 18 20
09 10 17 18 20
11 12 17 18 20
13 14 17 18 20
15 16 17 18 20
01 02 03 19 20
08 09 10 19 20
01 02 04 19 20
01 02 05 19 20
03 04 05 19 20
06 07 08 19 20
06 07 09 19 20
06 07 10 19 20
01 02 11 19 20
03 04 11 19 20
05 06 11 19 20
07 08 11 19 20
09 10 11 19 20
01 02 12 19 20
03 04 12 19 20
05 06 12 19 20
07 08 12 19 20
09 10 12 19 20
01 11 12 19 20
01 02 13 19 20
03 04 13 19 20
05 06 13 19 20
07 08 13 19 20
09 10 13 19 20
11 12 13 19 20
01 02 14 19 20
03 04 14 19 20
05 06 14 19 20
07 08 14 19 20
09 10 14 19 20
11 12 14 19 20
01 13 14 19 20
01 02 15 19 20
03 04 15 19 20
05 06 15 19 20
07 08 15 19 20
09 10 15 19 20
11 12 15 19 20
13 14 15 19 20
01 02 16 19 20
03 04 16 19 20
05 06 16 19 20
07 08 16 19 20
09 10 16 19 20
11 12 16 19 20
13 14 16 19 20
01 15 16 19 20
01 02 17 19 20
03 04 17 19 20
05 06 17 19 20
07 08 17 19 20
09 10 17 19 20
11 12 17 19 20
13 14 17 19 20
15 16 17 19 20
01 02 18 19 20
03 04 18 19 20
05 06 18 19 20
07 08 18 19 20
09 10 18 19 20
11 12 18 19 20
13 14 18 19 20
15 16 18 19 20
01 17 18 19 20
01 02 03 04 21
06 07 08 09 21
01 02 03 05 21
01 02 03 06 21
01 07 08 09 21
02 07 08 09 21
03 07 08 09 21
04 05 06 07 21
04 05 06 08 21
04 05 06 09 21
01 02 03 10 21
01 02 04 10 21
01 02 05 10 21
01 06 07 10 21
03 04 05 10 21
06 08 09 10 21
07 08 09 10 21
01 02 03 11 21
08 09 10 11 21
01 02 04 11 21
01 02 05 11 21
03 04 05 11 21
06 07 08 11 21
06 07 09 11 21
06 07 10 11 21
01 02 03 12 21
08 09 10 12 21
01 02 04 12 21
01 02 05 12 21
03 04 05 12 21
06 07 08 12 21
06 07 09 12 21
06 07 10 12 21
01 02 11 12 21
03 04 11 12 21
05 06 11 12 21
07 08 11 12 21
09 10 11 12 21
01 02 03 13 21
08 09 10 13 21
01 02 04 13 21
01 02 05 13 21
03 04 05 13 21
06 07 08 13 21
06 07 09 13 21
06 07 10 13 21
01 02 11 13 21
03 04 11 13 21
05 06 11 13 21
07 08 11 13 21
09 10 11 13 21
01 02 12 13 21
03 04 12 13 21
05 06 12 13 21
07 08 12 13 21
09 10 12 13 21
01 11 12 13 21
01 02 03 14 21
08 09 10 14 21
01 02 04 14 21
01 02 05 14 21
03 04 05 14 21
06 07 08 14 21
06 07 09 14 21
06 07 10 14 21
01 02 11 14 21
03 04 11 14 21
05 06 11 14 21
07 08 11 14 21
09 10 11 14 21
01 02 12 14 21
03 04 12 14 21
05 06 12 14 21
07 08 12 14 21
09 10 12 14 21
01 11 12 14 21
01 02 13 14 21
03 04 13 14 21
05 06 13 14 21
07 08 13 14 21
09 10 13 14 21
11 12 13 14 21
01 02 03 15 21
08 09 10 15 21
01 02 04 15 21
01 02 05 15 21
03 04 05 15 21
06 07 08 15 21
06 07 09 15 21
06 07 10 15 21
01 02 11 15 21
03 04 11 15 21
05 06 11 15 21
07 08 11 15 21
09 10 11 15 21
01 02 12 15 21
03 04 12 15 21
05 06 12 15 21
07 08 12 15 21
09 10 12 15 21
01 11 12 15 21
01 02 13 15 21
03 04 13 15 21
05 06 13 15 21
07 08 13 15 21
09 10 13 15 21
11 12 13 15 21
01 02 14 15 21
03 04 14 15 21
05 06 14 15 21
07 08 14 15 21
09 10 14 15 21
11 12 14 15 21
01 13 14 15 21
01 02 03 16 21
08 09 10 16 21
01 02 04 16 21
01 02 05 16 21
03 04 05 16 21
