01 02 03 04
01 02 05 08
01 02 12 23
01 02 13 14
01 02 16 20
01 03 06 08
01 03 10 18
01 03 10 23
01 03 13 20
01 03 14 16
01 03 16 17
01 03 19 21
01 04 05 07
01 04 06 14
01 04 06 16
01 04 08 19
01 04 13 15
01 04 16 22
01 04 20 23
01 05 09 13
01 05 12 20
01 05 14 21
01 05 15 18
01 06 10 14
01 06 15 21
01 06 16 18
01 06 18 21
01 06 19 22
01 07 09 10
01 07 09 18
01 07 11 15
01 07 13 23
01 07 14 22
01 07 18 19
01 08 10 22
01 08 11 18
01 08 12 16
01 08 14 17
01 08 15 17
01 09 11 21
01 09 12 14
01 09 12 21
01 09 14 19
01 09 15 19
01 09 18 22
01 10 11 20
01 10 13 19
01 10 15 17
01 10 16 19
01 11 12 17
01 12 18 23
01 16 19 23
01 17 21 22
02 03 05 19
02 03 07 23
02 03 11 21
02 03 11 23
02 03 12 17
02 03 15 18
02 03 15 20
02 03 16 22
02 04 05 16
02 04 06 17
02 04 07 09
02 04 13 20
02 04 14 19
02 04 17 21
02 05 09 14
02 05 10 15
02 05 11 16
02 05 20 22
02 06 07 15
02 06 09 16
02 06 11 18
02 06 12 14
02 06 13 21
02 06 20 22
02 07 10 21
02 07 11 22
02 07 12 13
02 07 17 18
02 08 11 14
02 08 15 21
02 08 17 19
02 09 13 17
02 10 11 19
02 10 12 16
02 10 14 23
02 12 15 22
02 13 15 23
02 13 16 23
02 13 18 23
02 18 21 23
02 18 22 23
02 19 20 21
03 04 05 06
03 04 05 20
03 04 07 17
03 04 08 18
03 04 09 13
03 04 16 20
03 05 06 23
03 05 10 14
03 05 11 16
03 05 12 21
03 05 15 22
03 06 09 21
03 06 10 19
03 06 12 15
03 06 13 17
03 06 20 21
03 07 09 14
03 07 11 13
03 07 12 22
03 07 16 18
03 08 09 10
03 08 10 13
03 08 11 19
03 08 14 15
03 09 12 16
03 09 15 17
03 09 17 18
03 11 14 22
03 12 14 18
03 13 14 23
03 13 19 20
03 15 17 21
03 19 22 23
03 20 21 22
04 05 12 14
04 05 19 21
04 06 08 10
04 06 11 13
04 06 18 22
04 07 10 14
04 07 10 16
04 07 18 21
04 08 09 15
04 08 12 23
04 08 13 22
04 09 11 20
04 09 12 13
04 09 16 17
04 09 19 22
04 09 19 23
04 10 11 15
04 10 12 18
04 10 14 21
04 10 17 22
04 11 12 21
04 11 14 18
04 12 19 20
04 13 17 18
04 15 17 19
04 15 21 23
05 06 07 08
05 06 10 13
05 06 10 16
05 06 10 22
05 06 11 19
05 06 17 23
05 07 08 12
05 07 09 21
05 07 11 23
05 07 13 17
05 07 17 19
05 08 11 17
05 08 13 21
05 08 14 19
05 08 15 19
05 09 10 18
05 09 11 15
05 09 12 19
05 10 13 23
05 11 18 22
05 12 13 15
05 12 17 18
05 13 14 18
05 16 20 21
05 16 22 23
05 18 20 23
06 07 11 17
06 07 12 17
06 07 13 16
06 07 14 20
06 07 19 23
06 08 09 23
06 08 14 16
06 08 15 20
06 09 14 15
06 09 17 20
06 11 16 23
06 11 21 22
06 12 13 22
06 12 17 19
06 12 18 19
06 13 16 19
06 13 17 18
07 08 11 16
07 08 13 19
07 08 15 23
07 08 20 21
07 09 13 21
07 09 22 23
07 10 15 19
07 10 17 20
07 10 18 20
07 11 16 19
07 12 14 15
07 14 16 21
07 15 16 23
07 15 20 22
08 09 12 18
08 09 13 15
08 09 16 20
08 09 17 22
08 10 12 20
08 10 18 22
08 11 12 14
08 11 22 23
08 12 17 21
08 14 18 20
08 16 18 19
08 16 21 23
08 17 20 23
08 19 21 22
09 10 11 12
09 10 11 16
09 10 13 22
09 10 19 20
09 11 17 23
09 12 20 23
09 14 21 22
09 15 18 20
09 18 19 21
10 11 17 21
10 12 14 19
10 12 21 23
10 13 19 23
10 13 20 23
10 14 16 17
10 15 16 21
10 15 18 23
11 12 18 20
11 13 14 20
11 13 16 18
11 13 19 22
11 14 21 23
11 15 17 20
11 15 19 23
12 13 17 20
12 13 17 23
12 14 19 21
12 15 16 21
12 16 20 22
13 14 15 16
13 15 18 21
13 16 17 21
13 18 21 22
14 15 17 20
14 15 22 23
14 16 18 23
14 17 19 22
14 17 21 23
14 19 20 22
15 16 17 22
15 16 18 19
17 18 19 20
