01 02 03 04
01 02 06 15
01 02 07 19
01 02 09 16
01 02 09 17
01 02 11 13
01 02 12 20
01 02 13 14
01 02 15 18
01 02 19 21
01 03 05 08
01 03 07 20
01 03 10 22
01 03 11 14
01 03 12 19
01 03 15 16
01 04 05 19
01 04 06 13
01 04 09 21
01 04 10 17
01 04 11 22
01 04 14 15
01 04 14 20
01 05 07 09
01 05 07 17
01 05 09 13
01 05 10 12
01 05 14 17
01 05 15 20
01 06 09 12
01 06 10 14
01 06 10 22
01 06 11 12
01 06 12 18
01 06 16 19
01 07 08 09
01 07 11 15
01 07 13 21
01 07 15 18
01 08 10 20
01 08 12 16
01 08 13 22
01 08 18 19
01 09 14 22
01 10 16 18
01 11 14 21
01 11 17 20
01 12 15 19
01 17 21 22
02 03 04 20
02 03 07 22
02 03 09 12
02 03 14 17
02 03 18 21
02 04 06 10
02 04 08 09
02 04 14 17
02 04 19 22
02 05 06 19
02 05 08 16
02 05 09 22
02 05 10 15
02 05 10 16
02 05 13 18
02 06 08 19
02 06 09 16
02 06 12 19
02 06 13 21
02 07 11 21
02 07 12 13
02 07 14 15
02 07 17 20
02 08 10 18
02 08 11 14
02 09 10 19
02 11 15 20
02 11 17 18
02 12 15 21
02 12 16 22
02 13 14 20
02 14 16 20
02 14 17 22
02 14 20 21
03 04 05 07
03 04 06 10
03 04 08 22
03 04 14 19
03 05 06 21
03 05 11 16
03 05 20 22
03 06 09 11
03 06 12 15
03 06 13 16
03 06 17 19
03 07 08 11
03 07 09 14
03 07 12 21
03 08 10 13
03 08 14 20
03 08 15 18
03 09 16 17
03 09 18 19
03 10 11 20
03 10 14 18
03 11 12 18
03 11 19 21
03 12 13 14
03 12 13 22
03 13 15 19
03 13 17 18
03 15 17 21
03 16 18 19
04 05 09 11
04 05 12 14
04 05 13 21
04 05 17 18
04 06 09 19
04 06 11 13
04 06 15 16
04 06 20 21
04 07 08 19
04 07 10 16
04 07 12 22
04 07 14 18
04 07 17 22
04 08 09 15
04 08 10 14
04 08 11 17
04 08 12 18
04 09 13 22
04 09 19 20
04 10 12 16
04 10 15 18
04 10 18 22
04 11 12 17
04 11 15 16
04 12 19 21
04 13 15 22
04 13 16 20
04 16 18 21
05 06 07 08
05 06 07 13
05 06 07 20
05 06 11 22
05 07 10 18
05 07 16 22
05 07 19 21
05 08 11 20
05 08 12 19
05 08 15 22
05 09 10 20
05 09 13 14
05 09 15 18
05 10 14 21
05 10 17 19
05 11 12 18
05 11 14 15
05 12 13 17
05 12 16 21
05 14 18 19
05 16 18 22
05 17 18 21
06 07 09 17
06 07 14 16
06 07 18 22
06 08 09 22
06 08 12 21
06 08 15 17
06 08 19 20
06 09 14 18
06 10 11 18
06 10 12 20
06 11 16 17
06 13 18 20
06 14 20 22
06 15 19 21
07 08 16 18
07 09 13 16
07 09 15 22
07 09 17 18
07 10 12 19
07 10 13 17
07 10 13 20
07 10 15 21
07 11 12 20
07 11 14 19
07 12 14 22
07 12 15 20
08 09 13 20
08 09 17 21
08 10 11 16
08 10 20 22
08 11 15 21
08 11 21 22
08 12 13 15
08 12 17 22
08 13 14 17
08 14 19 21
08 16 20 21
09 10 11 12
09 10 13 15
09 10 21 22
09 11 16 19
09 11 18 20
09 12 14 16
09 12 19 22
09 13 20 21
09 14 17 21
09 15 17 20
10 11 13 16
10 11 15 22
10 11 19 21
10 12 14 17
10 13 19 22
10 14 15 19
10 16 17 21
11 13 17 22
11 13 18 19
12 13 18 21
12 14 16 18
12 16 17 20
13 14 15 16
13 14 19 20
13 15 17 18
13 16 17 19
14 15 18 22
14 16 21 22
15 16 17 19
15 16 20 21
16 19 20 22
17 18 19 20
18 20 21 22
