01 02 03 04
01 02 03 15
01 02 06 27
01 02 07 18
01 02 09 17
01 02 12 16
01 02 12 21
01 02 13 26
01 02 14 22
01 02 23 29
01 03 06 21
01 03 07 27
01 03 09 24
01 03 11 14
01 03 15 18
01 03 17 25
01 03 22 29
01 03 28 29
01 04 05 28
01 04 06 23
01 04 08 19
01 04 09 21
01 04 10 21
01 04 11 28
01 04 12 27
01 04 15 27
01 04 18 29
01 04 19 20
01 05 08 26
01 05 09 13
01 05 10 27
01 05 12 25
01 05 14 19
01 05 17 24
01 05 20 21
01 05 21 24
01 06 07 16
01 06 10 14
01 06 11 20
01 06 13 26
01 06 22 28
01 07 10 20
01 07 11 15
01 07 13 16
01 07 13 22
01 07 19 29
01 07 20 26
01 07 23 24
01 08 09 21
01 08 10 15
01 08 12 16
01 08 13 28
01 08 14 25
01 08 21 23
01 09 15 23
01 09 16 22
01 09 18 25
01 09 27 29
01 10 11 19
01 10 16 26
01 10 24 29
01 11 18 23
01 11 24 29
01 12 13 25
01 12 14 21
01 12 17 22
01 12 21 26
01 13 15 24
01 13 16 17
01 13 17 27
01 15 19 24
01 15 25 29
01 16 17 28
01 16 21 27
01 16 22 25
01 17 20 24
01 17 20 27
01 17 21 25
01 18 19 28
01 18 22 26
01 19 23 27
01 20 24 28
01 22 23 28
01 23 24 25
02 03 04 11
02 03 06 08
02 03 08 25
02 03 09 22
02 03 16 23
02 03 17 19
02 03 20 29
02 03 26 28
02 04 05 24
02 04 07 20
02 04 08 23
02 04 10 25
02 04 11 27
02 04 12 29
02 04 17 19
02 04 17 21
02 05 10 15
02 05 11 13
02 05 11 29
02 05 12 19
02 05 14 25
02 05 18 29
02 05 27 28
02 06 09 16
02 06 11 17
02 06 14 19
02 06 20 25
02 06 22 24
02 07 08 17
02 07 09 26
02 07 10 19
02 07 12 13
02 07 14 21
02 07 14 24
02 07 15 28
02 08 09 18
02 08 11 14
02 08 11 23
02 08 20 22
02 08 24 27
02 09 12 20
02 09 14 15
02 09 23 28
02 10 13 19
02 10 14 28
02 10 21 24
02 10 22 29
02 11 12 25
02 11 15 26
02 11 16 19
02 12 15 27
02 12 22 26
02 13 15 21
02 13 18 22
02 13 18 24
02 13 27 29
02 14 18 27
02 15 16 21
02 15 19 25
02 16 17 20
02 16 18 26
02 17 18 23
02 17 22 25
02 17 22 27
02 18 21 28
02 19 24 25
02 20 23 26
02 21 23 29
02 25 28 29
03 04 06 18
03 04 09 15
03 04 14 21
03 04 17 27
03 04 23 26
03 04 25 29
03 05 07 21
03 05 09 26
03 05 11 16
03 05 12 25
03 05 15 27
03 05 20 23
03 05 24 28
03 06 09 19
03 06 10 27
03 06 12 15
03 06 14 22
03 06 23 29
03 07 09 14
03 07 11 26
03 07 15 29
03 07 24 29
03 07 25 28
03 08 10 13
03 08 12 17
03 08 14 27
03 08 16 28
03 08 18 22
03 08 20 23
03 09 11 24
03 09 18 27
03 09 21 29
03 09 26 29
03 10 12 23
03 10 15 20
03 10 17 18
03 10 25 26
03 11 15 19
03 11 16 22
03 11 21 27
03 12 14 27
03 12 16 19
03 12 18 20
03 12 19 24
03 12 24 28
03 13 14 23
03 13 15 22
03 13 17 20
03 13 18 19
03 13 21 28
03 13 24 29
03 14 18 23
03 14 20 24
03 15 17 22
03 15 18 25
03 16 17 24
03 16 20 26
03 16 25 27
03 17 23 28
03 18 24 27
03 19 21 26
03 20 22 25
04 05 07 23
04 05 08 15
04 05 10 19
04 05 12 14
04 05 13 22
04 05 16 21
04 05 20 25
04 06 08 20
04 06 11 13
04 06 15 21
04 06 16 27
04 06 20 28
04 06 25 26
04 07 08 24
04 07 09 20
04 07 10 16
04 07 12 22
04 07 13 14
04 07 14 17
04 07 18 19
04 07 25 27
04 08 09 15
04 08 18 27
04 08 21 26
04 09 10 14
04 09 11 26
04 09 13 16
04 09 13 24
04 09 17 21
04 09 23 27
04 10 11 29
04 10 14 22
04 10 15 25
04 10 24 28
04 11 12 21
