01 02 03 04
01 02 03 09
01 02 03 16
01 02 05 06
01 02 05 17
01 02 10 19
01 02 11 12
01 02 12 15
01 03 07 10
01 03 09 11
01 03 13 17
01 03 14 18
01 04 05 11
01 04 07 09
01 04 07 14
01 04 09 12
01 04 11 15
01 04 11 16
01 04 12 19
01 05 08 19
01 05 09 13
01 05 09 16
01 05 15 16
01 06 07 11
01 06 09 15
01 06 09 18
01 06 10 14
01 07 09 16
01 07 11 15
01 08 10 17
01 08 12 16
01 08 13 18
01 10 13 19
01 10 16 19
01 13 16 19
01 14 17 19
01 17 18 19
02 03 05 19
02 03 06 19
02 03 17 18
02 04 07 11
02 04 08 16
02 04 14 19
02 05 07 18
02 05 10 15
02 05 13 14
02 06 09 16
02 06 10 13
02 06 12 17
02 06 15 18
02 07 08 15
02 07 10 14
02 07 12 13
02 08 09 19
02 08 11 14
02 09 14 15
02 10 12 18
02 11 13 17
02 11 15 16
02 14 16 19
03 04 05 06
03 04 05 09
03 04 07 08
03 04 11 14
03 04 15 18
03 04 16 19
03 05 06 17
03 05 08 12
03 05 11 16
03 05 12 13
03 06 08 18
03 06 12 15
03 07 09 14
03 07 16 17
03 08 10 13
03 08 14 15
03 09 10 16
03 09 12 17
03 10 11 19
03 10 12 14
03 13 15 19
03 15 17 19
04 05 12 14
04 05 17 19
04 06 07 15
04 06 08 10
04 06 11 13
04 06 12 17
04 07 10 16
04 07 13 15
04 08 09 15
04 08 10 18
04 08 12 13
04 09 10 17
04 09 13 18
04 11 16 17
04 14 15 17
05 06 07 08
05 06 12 19
05 06 15 17
05 07 12 16
05 07 15 19
05 08 12 18
05 08 15 17
05 09 10 12
05 09 11 18
05 10 11 13
05 10 14 18
05 11 14 17
05 13 16 18
06 07 08 12
06 07 13 14
06 07 18 19
06 08 11 17
06 08 15 19
06 09 13 19
06 09 14 19
06 10 16 17
06 12 13 16
06 14 16 18
07 08 09 12
07 08 10 16
07 08 14 19
07 09 10 17
07 11 12 18
07 11 13 14
07 12 17 19
07 13 17 18
08 09 14 16
08 11 13 19
08 16 17 18
09 10 11 12
09 11 16 19
09 12 18 19
09 13 15 17
09 14 15 18
10 11 13 14
10 11 15 18
10 12 15 19
11 12 14 15
11 13 18 19
12 13 14 17
12 15 16 18
13 14 15 16
