01 02 03 04
01 02 04 08
01 02 05 12
01 02 10 16
01 02 15 17
01 02 17 18
01 03 06 10
01 03 06 11
01 03 07 08
01 03 14 16
01 03 16 17
01 04 05 11
01 04 07 12
01 04 09 18
01 05 09 13
01 05 14 16
01 05 17 18
01 06 07 10
01 06 08 09
01 06 09 15
01 06 10 14
01 07 11 15
01 08 10 15
01 08 12 13
01 08 12 16
01 12 14 17
01 13 14 18
01 13 16 18
02 03 07 11
02 03 08 09
02 03 10 18
02 03 14 17
02 04 06 17
02 04 08 12
02 04 10 13
02 04 13 17
02 04 16 18
02 05 06 13
02 05 07 17
02 05 10 15
02 06 09 16
02 06 10 12
02 07 09 11
02 07 12 13
02 07 14 15
02 08 11 14
02 09 12 14
02 11 13 15
02 11 15 18
03 04 06 09
03 04 13 16
03 04 14 15
03 04 17 18
03 05 10 12
03 05 11 16
03 05 15 18
03 06 12 15
03 06 13 15
03 07 09 14
03 08 10 13
03 08 15 16
03 09 12 13
03 10 11 15
03 11 12 18
03 12 13 16
04 05 07 13
04 05 08 09
04 05 12 14
04 06 08 14
04 06 10 18
04 06 11 13
04 06 15 16
04 07 10 15
04 07 10 16
04 07 11 14
04 08 09 15
04 08 10 11
04 09 10 17
04 13 15 17
05 06 07 08
05 06 09 17
05 06 11 14
05 07 10 18
05 08 13 17
05 08 14 18
05 08 16 17
05 09 13 16
05 09 14 18
05 11 12 15
05 11 13 14
05 12 15 16
06 07 10 12
06 07 13 17
06 07 16 18
06 08 11 18
06 08 15 17
06 10 14 16
06 12 14 18
07 08 10 17
07 08 12 17
07 08 13 16
07 08 13 18
07 09 12 16
07 09 15 17
07 10 11 18
08 09 11 17
08 09 12 14
09 10 11 12
09 10 13 14
09 10 16 18
09 11 14 16
09 12 13 18
10 11 13 17
10 12 15 18
10 14 16 17
11 12 16 17
13 14 15 16
14 15 17 18
