01 02 03 04
12 15 16 20
12 15 19 24
12 16 19 26
12 16 22 25
12 17 18 24
12 17 25 28
12 19 25 27
12 20 25 26
13 14 15 16
13 14 17 22
13 14 18 26
13 14 26 28
13 15 17 24
13 15 17 25
13 15 20 26
13 15 22 28
13 16 19 22
13 16 20 28
13 16 23 26
13 17 18 27
13 19 20 23
13 24 25 26
14 15 27 28
14 16 19 28
14 16 26 27
14 18 25 28
14 19 22 27
14 20 22 26
15 16 17 21
15 16 19 22
15 16 19 23
15 16 26 28
15 18 21 23
15 20 21 24
16 17 18 23
16 17 22 28
16 20 21 25
17 18 19 20
17 19 23 26
17 20 21 22
17 20 24 25
17 24 27 28
18 20 22 28
18 23 24 28
19 21 24 25
19 22 25 26
20 24 26 27
21 22 23 24
21 22 25 27
