01 02 03 04
01 02 03 05
01 02 03 06
01 02 03 07
01 02 04 05
01 02 04 08
01 02 05 08
01 02 07 09
01 03 05 07
01 03 07 11
01 03 08 10
01 04 05 10
01 04 06 07
01 05 09 10
01 06 11 12
02 03 05 06
02 03 07 11
02 04 10 11
02 07 10 12
02 08 09 12
03 04 06 12
03 04 09 12
03 05 08 11
03 07 09 10
04 05 09 11
04 06 09 10
04 07 08 12
05 06 07 08
05 10 11 12
06 07 09 12
06 08 09 11
06 08 10 11
